,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
1311,False,"{'id': 307637, 'name': 'Jingle All the Way Collection', 'poster_path': '/8lId3K1HKp39peVG1VwLfA6RFsK.jpg', 'backdrop_path': '/grCEwz2sIneF1wlDtVx6UiLqtLc.jpg'}",60000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",,9279,tt0116705,en,Jingle All the Way,"Meet Howard Langston, a salesman for a mattress company is constantly busy at his job, and he also constantly disappoints his son, after he misses his son's karate exposition, his son tells Howard that he wants for Christmas is an action figure of his son's television hero, he tries hard to to make it up to him. Unfortunately for Howard, it is Christmas Eve, and every store is sold out of Turbo Man, now Howard must travel all over town and compete with everybody else to find a Turbo Man action figure.",7.898202,/aaVkNhUONnkSv5ijPjq7pEmmWyE.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': '1492 Pictures', 'id': 436}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-11-15,129832389.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Two Dads, One Toy, No Prisoners.",Jingle All the Way,False,5.5,583.0
32551,False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,167583,tt0075879,it,Corleone,"Two friends grow up together in the Sicily of the '50s. Two different destiny, two different way of life. Could their friendship survive to the mafia shadow?",0.817751,/mflOjzU3mZrPdU1aOlgQ7NKarVT.jpg,"[{'name': 'Capital Films', 'id': 9290}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1978-01-02,0.0,108.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Corleone,False,7.0,4.0
15988,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,44823,tt0441324,en,Jerry Springer: The Opera,"'Jerry Springer-The Opera' tells the story of a day in the job of world famous talk-show host, Jerry Springer. Jerry has to sort out a number of guests problems; including a man who wants to dress up as a baby, a man with 3 lovers (one of them a transexual) and a fat woman who wants to be a pole dancer. However, on this particular day, something out of the ordinary will happen...",0.455013,/utF76eWv1DVqDTfw2c0hoESIUXX.jpg,[],[],2005-11-14,0.0,120.0,[],,,Jerry Springer: The Opera,False,6.2,5.0
12950,False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,15822,tt0388727,da,Anklaget,"On the surface Henrik and Nina Christofferson are an ordinary family living happily. But they have a problem. Their daughter, Stine, a difficult 14 year old, has a habit of telling lies in class. When Stine accuses her father of sexual abuse, and is believed by seemingly eager social workers, their family is thrust into crisis. Could Henrik have done it? And when Stine prepares to return home, the ugly side of family life is exposed.",4.091216,/534CWHbiW0M9obTt9rVlnOxItrS.jpg,"[{'name': 'Nordisk Film', 'id': 235}, {'name': 'TV2 Danmark', 'id': 758}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}]",2005-01-28,0.0,103.0,"[{'iso_639_1': 'da', 'name': 'Dansk'}]",Released,,Accused,False,7.3,10.0
1447,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,9611,tt0120032,en,Romy and Michele's High School Reunion,"Two not-too-bright party girls reinvent themselves for their high school reunion. Armed with a borrowed Jaguar, new clothes and the story of their success as the inventors of Post-It notes, Romy and Michele descend on their alma mater, but their façade crumbles quickly.",5.889414,/fvgLTx3vM3dUQqytaWCRaTdAdrs.jpg,"[{'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-04-25,29235353.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,The Blonde Leading The Blonde.,Romy and Michele's High School Reunion,False,6.0,160.0
37940,False,,0,"[{'id': 12, 'name': 'Adventure'}]",,206099,tt0047121,de,The Iron Glove,,0.168193,/6faDOykDlKLohJsrHD5ArhQ5xrO.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1954-04-01,0.0,77.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Glorious Adventure Out of the Golden Age!,The Iron Glove,False,0.0,0.0
42293,False,,1500000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,414190,tt3171832,en,iBoy,"After an accident, Tom wakes from a coma to discover that fragments of his smart phone have been embedded in his head, and worse, that returning to normal teenage life is impossible because he has developed a strange set of super powers.",8.015815,/hq28FmSpvzG2x2iNm9rsjqUOpbN.jpg,"[{'name': 'NetFlix', 'id': 8858}, {'name': 'Pretty Pictures', 'id': 8875}, {'name': 'XYZ Films', 'id': 12142}, {'name': 'Wigwam Films', 'id': 55142}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2017-01-27,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,His powers are his curse,iBoy,False,6.0,315.0
29080,False,"{'id': 247028, 'name': 'Rurouni Kenshin Live-Action Collection', 'poster_path': '/yBYLuwZ1zbRBEKaZmwiThsEqUbC.jpg', 'backdrop_path': '/jqmQLcdn3aEyc30nesZn7qixfoP.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",http://wwws.warnerbros.co.jp/rurouni-kenshin/index.html,221731,tt3029558,ja,るろうに剣心 京都大火編,"Kenshin has settled into his new life with Kaoru and his other friends when he is approached with a request from the Meiji government. Makoto Shishio, a former assassin like Kenshin, was betrayed, set on fire and left for dead. He survived, and is now in Kyoto, plotting with his gathered warriors to overthrow the new government. Against Kaoru's wishes, Kenshin reluctantly agrees to go to Kyoto and help keep his country from falling back into civil war.",10.9506,/4gZDhfUrX4cyPJRoK6YgcpxBoZi.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Amuse', 'id': 14602}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2014-08-01,0.0,138.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,Fate Hangs On His Sword,Rurouni Kenshin: Kyoto Inferno,False,7.4,113.0
26660,False,,0,"[{'id': 18, 'name': 'Drama'}]",,40785,tt0836710,sv,Underbara Älskade,The mother and the younger son in a happy family dies in a car-accident. The father and the teenage-son Jonas survives the accident. Now they have to move on with their lives together.,0.778744,/wSMGroo490ju1tKK9Wd4tzgEuoB.jpg,"[{'name': 'Sonet Film AB', 'id': 7937}, {'name': 'Film i Väst', 'id': 17513}, {'name': 'Drama Svecia', 'id': 55652}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",2006-12-22,0.0,96.0,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,Suddenly,False,4.8,5.0
42701,False,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",https://www.facebook.com/AsteriaTheMovie/,441043,tt6528206,fr,Asteria,"Two astronauts attempt to plant their flag on a newly discovered planet. But first, they need to get rid of some pesky aliens whose business there is unknown.",0.549947,/7GzdSoESgwHVhi8UcWjrNa3ioPg.jpg,"[{'name': 'ESMA', 'id': 45486}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2017-02-10,0.0,5.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,"Right Planet, Wrong Time",Asteria,False,6.7,3.0
15499,False,,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.theyellowhandkerchief.com/,22556,tt0954990,en,The Yellow Handkerchief,"Set in the present-day southern United States, The Yellow Handkerchief stars William Hurt as Brett Hanson, an ex-convict who embarks on a road trip. Hanson hitches a ride with two troubled teens, Martine (Kristen Stewart) and Gordy (Eddie Redmayne) traversing post-Hurricane Katrina Louisiana in an attempt to reach his ex-wife and long-lost love, May (Maria Bello). Along the way, the three reflect on their existence, struggle for acceptance, and find their way not only through Louisiana, but through life.",3.919317,/qnOuFrOIfAB5cZV4eeaOcnXGclY.jpg,"[{'name': 'area japan', 'id': 6536}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-12-17,317000.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Yellow Handkerchief,False,6.4,53.0
38209,False,,0,"[{'id': 99, 'name': 'Documentary'}]",http://zalafilms.com/films/nisanumber.html,76102,tt0125425,en,N Is a Number: A Portrait of Paul Erdös,"In an age when genius is a mere commodity, it is useful to look at a person who led a rich life without the traditional trappings of success. A man with no home and no job, Paul Erdös was the most prolific mathematician who ever lived. Born in Hungary in 1913, Erdös wrote and co-authored over 1,500 papers and pioneered several fields in theoretical mathematics. At the age of 83 he still spent most of his time on the road, going from math meeting to math meeting, continually working on problems. He died on September 20, 1996 while attending such a meeting in Warsaw, Poland.",0.102862,/vwbLvnn7tw4dpGcYp4pKcvtCh4Y.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-05-13,0.0,57.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The story of a wandering mathematician obsessed with unsolved problems.,N Is a Number: A Portrait of Paul Erdös,False,7.7,3.0
35061,False,,0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}]",,348150,tt5145828,en,Jim Henson’s Turkey Hollow,"Jim Henson’s Turkey Hollow follows a family who goes on a hunt for a Bigfoot-like creature called the Howling Hoodoo during a visit to the house of their kooky aunt (played by Last Man on Earth’s Mary Steenburgen). The Howling Hoodoo itself is difficult to find, but they come across some other monsters in the woods that they didn’t even know they were looking for.",0.625631,/f0kbpa1QVwiiVaufYMC4QQqwuId.jpg,[],[],2015-11-21,0.0,90.0,[],Released,,Jim Henson’s Turkey Hollow,False,0.0,0.0
45008,False,,273428,"[{'id': 99, 'name': 'Documentary'}]",http://www.whatthehealthfilm.com/,415086,tt5541848,en,What the Health,"What the Health is a ground breaking feature length documentary from the award-winning filmmakers of Cowspiracy, that follows the exciting journey of intrepid filmmaker, Kip Andersen, as he uncovers the impacts of highly processed industrial animal foods on our personal health and  greater community, and explores why leading health organizations continue to promote the industry despite countless medical studies and research showing deleterious effects of these products on our health.",7.754452,/iYbVLaNHnfyR53hOHNosUKADPJ2.jpg,"[{'name': 'Spark Media', 'id': 10081}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-03-16,0.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,What the Health,False,7.9,46.0
27874,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",http://www.facebook.com/ZforZachariah,193687,tt1598642,en,Z for Zachariah,"In the wake of a nuclear war, a young woman survives on her own, fearing she may actually be the proverbial last woman on earth, until she discovers the most astonishing sight of her life: another human being. A distraught scientist, he’s nearly been driven mad by radiation exposure and his desperate search for others. A fragile, imperative strand of trust connects them. But when a stranger enters the valley, their precarious bond begins to unravel.",5.30588,/xrwxzShNKYs8l0ISnfjFVfUD0CW.jpg,"[{'name': 'Palomar Pictures', 'id': 2380}, {'name': 'Lucky Hat Entertainment', 'id': 8510}, {'name': 'Silver Reel', 'id': 12075}, {'name': 'Material Pictures', 'id': 12139}, {'name': 'Zik Zak Kvikmyndir', 'id': 14938}, {'name': 'Zik Zak Filmworks', 'id': 28201}, {'name': 'Night Fox Entertainment', 'id': 51295}]","[{'iso_3166_1': 'IS', 'name': 'Iceland'}, {'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-08-13,121461.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,After the end of the world she thought she was alone. She was wrong.,Z for Zachariah,False,5.6,278.0
24026,False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,242090,tt2756032,en,The One I Love,"On the brink of separation, Ethan and Sophie escape to a beautiful vacation house for a weekend getaway in an attempt to save their marriage. What begins as a romantic and fun retreat soon becomes surreal, when an unexpected discovery forces the two to examine themselves, their relationship, and their future.",5.34697,/6eUaKwFLb0FXt6cqHZKhbeKDXEZ.jpg,"[{'name': 'Radius-TWC', 'id': 20671}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-08-08,0.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The One I Love,False,6.8,259.0
37589,False,"{'id': 397842, 'name': 'The Amityville Horror Collection', 'poster_path': '/8uCu7d43IHPwFfNS2qCyVuRP1cP.jpg', 'backdrop_path': '/kPfuozrsE7pmFFolkR0xFicZDJT.jpg'}",20000,"[{'id': 27, 'name': 'Horror'}]",,216016,tt2216212,en,The Amityville Asylum,"Lisa Templeton begins a new job as a cleaner at High Hopes Hospital, a mental institution in Amityville, Long Island. Initially delighted to get the job, Lisa soon realises that all is not as it seems. Intimidated by staff and the psychotic ramblings of the patients, she is further unnerved by apparent supernatural occurrences on the night shift. To preserve her sanity Lisa must uncover the mysterious history of the institution and it's inmates. But the truth is far more terrifying than she could ever imagine.",1.621948,/wXYJG2vVVC8zxI0ZuTgFujBuFLF.jpg,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2013-06-03,0.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Kill them. Kill them all.,The Amityville Asylum,False,3.8,13.0
23765,False,,0,"[{'id': 35, 'name': 'Comedy'}]",http://superheropartyclown.com,200051,tt1663675,en,Super Hero Party Clown,"Eugene Stimpson is a superhero... At least he plays one at birthday parties. When his high school nemesis Todd gets a job playing a rival superhero, Eugene must struggle to keep his identity secret while competing with Todd for the affections of the same girl. Can he keep his identity concealed long enough to make his move and defeat Todd, or will the mounting lies be too much for him to handle?",0.013359,/9KFXZyrRVV1Vu4d9GczW4i4ow2H.jpg,"[{'name': 'Cinema Libre Studio', 'id': 7317}, {'name': 'Spartan Film Studios', 'id': 14873}, {'name': 'Two Bros. Productions', 'id': 14874}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-09-25,0.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Super Hero Party Clown,False,0.0,0.0
5466,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,32961,tt0044829,en,The Lavender Hill Mob,A meek bank clerk who oversees the shipment of bullion joins with an eccentric neighbor to steal gold bars and smuggle them out of the country as miniature Eiffel Towers.,4.546546,/s8K1ZQME8SvCpyjhCCLFaXD7rvO.jpg,"[{'name': 'Ealing Studios', 'id': 2650}, {'name': 'J. Arthur Rank Organisation', 'id': 14377}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1951-06-21,0.0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Released,The men who broke the bank - and lost the cargo!,The Lavender Hill Mob,False,7.3,60.0
44382,False,,0,"[{'id': 99, 'name': 'Documentary'}]",,458808,tt3792994,de,Nice Places to Die,,0.085882,/nwaKRr7C7jAWhLghYekViWky308.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'AR', 'name': 'Argentina'}, {'iso_3166_1': 'PH', 'name': 'Philippines'}]",2015-06-04,0.0,,[],Released,,Nice Places to Die,False,0.0,0.0
45397,False,,0,[],,61385,tt0383020,ru,Настройщик,"The Tuner (Russian: Настройщик, Nastroyshchik) is a 2004 mix film of art house grotesque and a sting comedy. At the heart of Kira Muratova’s film is her characteristic and enduring love of predation—predation for its own sake. The film offers a complex assessment of the human subject, civilization, and the creative act. The stars of the film include famous Russian actors such as Alla Demidova, Renata Litvinova, Nina Ruslanova, and Georgi Deliyev. Directed by Kira Muratova, author of sixteen films over forty-two years, best known in the West for her political rehabilitation during the perestroika period and the un-shelving of her so-called provincial melodramas, Brief Encounters (Korotkie vstrechi, 1967/1987) and Long Farewells (Dolgie provody, 1971/1987).",0.969783,/gXx0hIeG8U4zaMkupYkOtDOCNms.jpg,"[{'name': 'Pygmalion Production', 'id': 25924}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}, {'iso_3166_1': 'UA', 'name': 'Ukraine'}]",2004-09-06,0.0,154.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,The Tuner,False,6.9,7.0
45035,False,,0,"[{'id': 35, 'name': 'Comedy'}]",http://chaosafilmcompany.com/chokeslam/,394185,tt2076826,en,Chokeslam,"A mild-mannered deli clerk finally gets a second chance to pursue his high school sweetheart, a notorious female professional wrestler, when she returns for their ten-year reunion.",0.743825,/walR4ri5Fj4oyVojZOR5VIeqrZZ.jpg,"[{'name': 'Chaos, a Film Company', 'id': 2749}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2016-10-10,0.0,0.0,"[{'iso_639_1': 'en', 'name': 'English'}]",In Production,,Chokeslam,False,5.3,3.0
14860,False,,14000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",,12273,tt1146325,hi,Singh Is Kinng,"A comic caper about Happy Singh, a Punjabi villager who goes through a series of misadventures and eventually becomes the King of the Australian underworld.",1.369086,/sjUkdmMqIUX81a5oXH3INvOaWom.jpg,"[{'name': 'Reliance Entertainment', 'id': 7294}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2008-01-01,25000000.0,135.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'pa', 'name': 'ਪੰਜਾਬੀ'}]",Released,Summer 2008: The gang of Punjab arrives with a bang!,Singh Is Kinng,False,5.3,22.0
21813,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",,55539,tt0094383,en,Zombie High,A woman goes to previously all-male boarding school on a scholarship. She begins to separate herself from her boyfriend in order to devote more time to her new environment...,1.329736,/p6D5j8Vt3WAneKITA9duOUohG8z.jpg,"[{'name': 'Cinema Group', 'id': 5093}]",[],1987-10-02,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Zombie High,False,3.8,6.0
34665,False,,0,[],,137587,tt0085077,en,Reilly: Ace of Spies,A dramatization of the missions and adventures of the greatest spy in British history.,0.034712,/kyIszuhLjTrcvSbfqkJcSo9xlHy.jpg,[],[],1983-09-05,0.0,0.0,[],Released,The amazing true story of the world's first international super spy,Reilly: Ace of Spies,False,6.8,6.0
9121,False,,0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",,50008,tt0120801,en,RKO 281,"A film about the making of Citizen Kane. Orson Welles produces his greatest film, Citizen Kane, despite the opposition of the film's de facto subject, William Randolph Hearst.",5.170505,/3KiTfHHuSYlVGzQbnBcEOX8ymZm.jpg,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Labrador Films', 'id': 1400}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'HBO Pictures', 'id': 3078}, {'name': 'WGBH', 'id': 3449}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1999-11-20,0.0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,RKO 281,False,6.3,14.0
4748,False,"{'id': 178106, 'name': 'Darko Collection', 'poster_path': '/4Oj6ctBucsLvkbKsQMDaDXXR5cu.jpg', 'backdrop_path': '/hja7IzXp6how8eD1WHriI386TGY.jpg'}",6000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,141,tt0246578,en,Donnie Darko,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",18.303148,/nmb4QhCRmdfNP6rgb81yUFgI83l.jpg,"[{'name': 'Pandora Cinema', 'id': 185}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Flower Films', 'id': 2214}, {'name': 'Adam Fields Productions', 'id': 3334}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-01-18,1270522.0,113.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You can never go too far,Donnie Darko,False,7.7,3574.0
29461,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",http://outlinestudios.fi/projects/pystyssa-indebted/,194883,tt2098791,fi,Pystyssä,"Elli (Heidi Lindén) is a biology student who likes to party and sleep around. Her part-time cleaning job doesn't even cover her rent, but a chance encounter with a wealthy man leads her to discover that she can earn far more from one-night stands. Money trumps conscience, and soon Elli finds herself drawn ever-deeper into a world of soliciting and prostitution.  Iiris (Kristiina Puukko) owes money to loan sharks, and is forced to lead a gang of violent debt collectors going after defaulters so that her own debts can be forgiven. She asserts her authority by being both
 one of the lads and tougher than any of them, but when she falls for gang member Andrei (Juha-Tapio Arola) she is forced to reveal her softer side.  Meanwhile, Andrei meets Elli at a Helsinki nightspot and they decide to a start a new life together. Iiris has also been making plans for a new beginning, but other people's debts are harder to pay off than your own.",0.012869,/vlm3sfTpNN1NTRVzoyHQz4Yl1Mn.jpg,[],[],2013-05-23,0.0,95.0,"[{'iso_639_1': 'fi', 'name': 'suomi'}]",Released,How do you pay your dues?,Indebted,False,0.0,0.0
36468,False,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,36301,tt0268677,en,The Tangerine Bear: Home in Time for Christmas!,"When Tangie, a teddy bear goes into the Smile-erator on his head, his smile is put on upside down, causing him to end up on the bargain bin on Christmas Eve with other misfit toys, then onto Winkle's Emporium, a discount store. There, Tangie does his level best over the coming year to become a part of some family. He spends his time in Winkle's front window with Jack, a Jack-in-the-box with claustrophobia and Bird, a cuckoo clock bird with agorophobia.",1.408414,/p04RogARAdPQAknoTPgVI1Qpm0b.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-01-01,0.0,48.0,"[{'iso_639_1': 'da', 'name': 'Dansk'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,The Tangerine Bear: Home in Time for Christmas!,False,6.1,8.0
1697,False,,0,"[{'id': 18, 'name': 'Drama'}]",,18205,tt0112619,es,El Callejón de los Milagros,"Heated tempers, frustrated desires and dashed hopes plague a diverse group of individuals whose lives cross paths in Mexico City. There is the bar-owner's son, Chava, who yearns to emigrate to America. A poor barber, Abel, is madly in love with the gorgeous Alma, who eventually becomes a high-class prostitute. Finally, there is Susanita, the desperate spinster who pursues many love affairs in hopes of finding a husband.",3.304718,/gvBk8QYjIyeWZgIMOFatnzvezk5.jpg,"[{'name': 'Alameda Films', 'id': 300}, {'name': 'Instituto Mexicano de Cinematografía (IMCINE)', 'id': 8861}, {'name': 'Consejo Nacional para la Cultura y las Artes (CONACULTA)', 'id': 22622}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",1995-05-05,0.0,140.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,The most awarded film in Mexican history.,Midaq Alley,False,6.4,12.0
16518,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,20332,tt1369567,en,"Russell Peters: Red, White and Brown","In this sold-out performance, Canadian comic Russell Peters skewers racial stereotypes as he offers his audacious take on multiculturalism--including his Indian heritage and culture clashes around the world. Recorded live at Madison Square Garden's WAMU theater and broadcast on Showtime, this stand-up concert is not to be missed.  Red, White and Brown is the second stand-up comedy album by Canadian comedian Russell Peters, recorded at the WAMU Theatre in Madison Square Garden on February 2, 2008.[3] The CD/DVD was released in Canada on September 30, 2008, and in the U.S. on January 27, 2009, debuting at #3 on the Canadian Albums Chart.[4] The hip hop theme music was produced by Marco Polo, and legendary MC Melle Mel introduced Peters to the stage.",1.274233,/lF1XjJlKst7kZJbVmEtwT2FSWRI.jpg,"[{'name': 'Warner Music', 'id': 6652}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-10-07,0.0,57.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,"Russell Peters: Red, White and Brown",False,7.2,12.0
16955,False,"{'id': 154002, 'name': 'Easy Money Collection', 'poster_path': '/39LIOuekPyk1FYNKwbxZHQ0rqvz.jpg', 'backdrop_path': '/pMdlCJtTav1E7xKFU4W57m3ewBo.jpg'}",0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",http://www.filmensnabbacash.se/,29920,tt1291652,sv,Snabba Cash,"A three-tiered story centered around drugs and organized crime, and focused on a young man who becomes a runner for a coke dealer.",10.520394,/dtyPz3vwdTYgh6QhkGtVaJAcs1j.jpg,"[{'name': 'Tre Vänner Produktion AB', 'id': 11792}, {'name': 'Swedish Film Institute', 'id': 14804}, {'name': 'Film i Väst', 'id': 17513}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2010-01-15,0.0,124.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Easy Money,False,6.5,63.0
14524,False,"{'id': 175722, 'name': 'The Gorky Collection', 'poster_path': '/2WmOU2S1xlnd7DPiEMcVjS3rk9E.jpg', 'backdrop_path': None}",0,"[{'id': 18, 'name': 'Drama'}]",,129417,tt0030055,ru,Детство Горького,"The Childhood of Maxim Gorky (Detstvo Gorkovo) was the first of Russian director Mark Donski's trilogy based upon Gorky's memoirs. Alexei Lyarsky plays the young Maxim, who grows up under the czarist regime with his grandparents as guardians. Continually demeaned by his martinet grandfather, Maxim is drawn to his warm-hearted grandmother (Varvara Massalitinova), who instills in him the willingness to pursue his writing muse. Gorky's (and Donski's) deep abiding love for Russia is conveyed through the film's remarkably romanticist landscape shots along the Volga River, which cry out for Technicolor.",0.981955,/mdpau6dOpQ2JNVkGKjgXgXoXvgY.jpg,[],[],1938-09-27,0.0,98.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,The Childhood of Maxim Gorky,False,7.3,4.0
